data,continuation
"[1624942800000, 146.33, 146.33, 121.09, 123.22]",
"[1624946400000, 123.19, 146.07, 119.96, 145.56]",
"[1624950000000, 145.56, 146.75, 145.56, 145.87]",
"[1624953600000, 145.87, 146.53, 120.98, 121.68]",
"[1624957200000, 121.67, 147.33, 121.37, 146.39]",
"[1624960800000, 146.39, 147.98, 129.3, 129.3]",
"[1624964400000, 129.3, 144.17, 123.13, 123.65]",
"[1624968000000, 123.65, 164.25, 123.04, 147.19]",
"[1624971600000, 147.19, 150.46, 147.14, 150.44]",
"[1624975200000, 150.44, 153.61, 129.52, 146.38]",
"[1624978800000, 146.38, 148.06, 145.55, 147.74]",
"[1624982400000, 147.74, 148.14, 147.74, 147.85]",
"[1624986000000, 147.85, 148.51, 147.85, 148.33]",
"[1624989600000, 148.32, 148.45, 147.52, 147.69]",
"[1624993200000, 147.69, 148.8, 147.49, 148.5]",
"[1624996800000, 148.5, 150.23, 145.54, 150.16]",
"[1625000400000, 150.16, 150.17, 148.91, 148.93]",
"[1625004000000, 148.93, 148.93, 148.63, 148.8]",
"[1625007600000, 148.8, 149.7, 148.73, 149.24]",
"[1625011200000, 149.24, 150.15, 149.05, 149.91]",
"[1625014800000, 149.91, 149.97, 149.79, 149.94]",
"[1625018400000, 149.93, 150.14, 125.37, 130.22]",
"[1625022000000, 130.35, 151.46, 123.94, 149.98]",
"[1625025600000, 149.98, 149.98, 133.3, 142.8]",
"[1625029200000, 142.8, 143.39, 142.69, 143.35]",
"[1625032800000, 143.35, 145.62, 143.0, 143.09]",
"[1625036400000, 143.09, 143.09, 127.32, 127.93]",
"[1625040000000, 127.93, 137.92, 124.66, 126.49]",
"[1625043600000, 126.49, 138.22, 126.44, 127.2]",
"[1625047200000, 127.17, 138.85, 117.86, 129.28]",
"[1625050800000, 129.28, 138.88, 128.67, 129.09]",
"[1625054400000, 129.09, 146.58, 128.96, 146.58]",
"[1625058000000, 146.58, 155.47, 143.05, 155.11]",
"[1625061600000, 155.11, 156.88, 141.26, 144.86]",
"[1625065200000, 144.86, 144.89, 144.5, 144.85]",
"[1625068800000, 144.85, 144.9, 144.62, 144.86]",
"[1625072400000, 144.86, 145.14, 144.81, 144.85]",
"[1625076000000, 144.85, 145.37, 142.85, 145.01]",
"[1625079600000, 145.01, 145.36, 141.34, 141.51]",
"[1625083200000, 141.51, 145.8, 141.5, 145.24]",
"[1625086800000, 145.24, 145.83, 145.16, 145.76]",
"[1625090400000, 145.76, 147.14, 145.76, 146.75]",
"[1625094000000, 146.75, 146.95, 145.65, 145.68]",
"[1625097600000, 145.68, 146.26, 145.67, 146.21]",
"[1625101200000, 146.21, 146.41, 146.17, 146.36]",
"[1625104800000, 146.36, 146.49, 142.73, 142.73]",
"[1625108400000, 142.73, 142.73, 141.74, 141.84]",
"[1625112000000, 141.84, 142.41, 138.31, 138.31]",
"[1625115600000, 138.31, 142.61, 138.31, 142.57]",
"[1625119200000, 142.57, 148.49, 141.98, 148.49]",
"[1625122800000, 148.49, 152.6, 137.77, 137.77]",
"[1625126400000, 137.75, 165.06, 129.24, 149.54]",
"[1625130000000, 149.54, 149.61, 125.78, 126.77]",
"[1625133600000, 127.39, 127.39, 125.45, 125.46]",
"[1625137200000, 125.46, 126.04, 125.46, 126.04]",
"[1625140800000, 126.04, 126.27, 125.38, 125.42]",
"[1625144400000, 125.42, 125.48, 124.97, 125.14]",
"[1625148000000, 125.14, 125.71, 125.11, 125.28]",
"[1625151600000, 125.28, 128.27, 122.96, 125.61]",
"[1625155200000, 125.61, 126.47, 125.39, 126.44]",
"[1625158800000, 126.44, 126.67, 126.41, 126.57]",
"[1625162400000, 126.57, 126.6, 125.12, 125.88]",
"[1625166000000, 125.88, 127.04, 125.87, 127.04]",
"[1625169600000, 127.04, 127.26, 126.38, 127.26]",
"[1625173200000, 127.26, 127.42, 125.34, 125.42]",
"[1625176800000, 125.42, 125.51, 124.66, 124.83]",
"[1625180400000, 124.83, 125.69, 124.8, 125.55]",
"[1625184000000, 125.55, 125.94, 124.21, 124.43]",
"[1625187600000, 124.44, 125.26, 124.32, 125.21]",
"[1625191200000, 125.21, 126.63, 125.0, 126.61]",
"[1625194800000, 126.61, 126.92, 126.54, 126.84]",
"[1625198400000, 126.84, 127.58, 126.82, 127.58]",
"[1625202000000, 127.58, 130.66, 127.08, 130.54]",
"[1625205600000, 130.53, 147.54, 128.55, 143.62]",
"[1625209200000, 143.63, 154.87, 133.58, 133.58]",
"[1625212800000, 133.55, 133.55, 127.44, 129.44]",
"[1625216400000, 129.44, 129.44, 126.73, 126.87]",
"[1625220000000, 126.87, 128.31, 106.54, 114.53]",
"[1625223600000, 114.54, 125.57, 107.22, 113.42]",
"[1625227200000, 113.42, 125.45, 113.29, 114.09]",
"[1625230800000, 114.09, 125.31, 113.61, 114.88]",
"[1625234400000, 114.88, 115.33, 114.26, 115.03]",
"[1625238000000, 115.03, 131.65, 114.07, 115.33]",
"[1625241600000, 115.33, 115.5, 114.33, 114.71]",
"[1625245200000, 114.71, 114.83, 114.25, 114.35]",
"[1625248800000, 114.35, 127.6, 114.03, 114.03]",
"[1625252400000, 114.03, 115.25, 113.83, 115.22]",
"[1625256000000, 115.22, 115.36, 113.94, 114.03]",
"[1625259600000, 114.03, 116.0, 114.03, 115.86]",
"[1625263200000, 115.86, 115.99, 115.18, 115.78]",
"[1625266800000, 115.79, 116.39, 114.71, 115.21]",
"[1625270400000, 115.21, 115.29, 114.83, 114.9]",
"[1625274000000, 114.9, 126.89, 114.86, 115.24]",
"[1625277600000, 115.24, 115.57, 114.79, 115.06]",
"[1625281200000, 115.06, 115.38, 114.38, 114.54]",
"[1625284800000, 114.54, 115.97, 114.04, 115.39]",
"[1625288400000, 115.39, 115.72, 115.18, 115.61]",
"[1625292000000, 115.61, 115.73, 115.24, 115.24]",
"[1625295600000, 115.24, 129.76, 115.11, 129.22]",
"[1625299200000, 129.22, 129.3, 127.37, 127.51]",
"[1625302800000, 127.51, 128.37, 127.34, 128.37]",
"[1625306400000, 128.38, 128.89, 128.38, 128.82]",
"[1625310000000, 128.82, 129.01, 128.73, 129.01]",
"[1625313600000, 129.01, 129.34, 129.01, 129.05]",
"[1625317200000, 129.05, 129.42, 129.0, 129.42]",
"[1625320800000, 129.42, 130.36, 128.81, 130.32]",
"[1625324400000, 130.32, 130.46, 128.69, 128.84]",
"[1625328000000, 128.84, 129.17, 128.72, 129.13]",
"[1625331600000, 129.13, 129.51, 129.11, 129.39]",
"[1625335200000, 129.39, 129.49, 129.16, 129.37]",
"[1625338800000, 129.37, 129.58, 129.29, 129.58]",
"[1625342400000, 129.58, 129.74, 129.47, 129.58]",
"[1625346000000, 129.58, 129.84, 129.57, 129.65]",
"[1625349600000, 129.65, 129.9, 129.56, 129.83]",
"[1625353200000, 129.83, 130.47, 129.71, 130.47]",
"[1625356800000, 130.47, 130.57, 130.28, 130.32]",
"[1625360400000, 130.32, 130.52, 130.24, 130.51]",
"[1625364000000, 130.51, 130.69, 130.43, 130.68]",
"[1625367600000, 130.68, 130.99, 130.66, 130.8]",
"[1625371200000, 130.8, 131.01, 130.76, 130.97]",
"[1625374800000, 130.97, 131.53, 130.97, 131.53]",
"[1625378400000, 131.53, 131.54, 127.07, 127.22]",
"[1625382000000, 127.22, 127.61, 127.1, 127.25]",
"[1625385600000, 127.25, 127.5, 127.25, 127.39]",
"[1625389200000, 127.39, 127.4, 127.11, 127.3]",
"[1625392800000, 127.3, 127.51, 127.28, 127.51]",
"[1625396400000, 127.51, 131.38, 127.46, 131.38]",
"[1625400000000, 131.38, 131.46, 131.33, 131.35]",
"[1625403600000, 131.35, 132.94, 131.27, 131.86]",
"[1625407200000, 131.86, 131.89, 131.62, 131.76]",
"[1625410800000, 131.76, 132.06, 131.75, 131.96]",
"[1625414400000, 131.96, 132.15, 131.96, 132.1]",
"[1625418000000, 132.1, 132.4, 132.06, 132.37]",
"[1625421600000, 132.37, 132.51, 132.31, 132.5]",
"[1625425200000, 132.5, 132.66, 132.5, 132.61]",
"[1625428800000, 132.61, 132.8, 132.61, 132.8]",
"[1625432400000, 132.8, 133.31, 132.8, 133.31]",
"[1625436000000, 133.31, 133.89, 133.31, 133.44]",
"[1625439600000, 133.44, 133.67, 133.03, 133.59]",
"[1625443200000, 133.59, 133.78, 133.21, 133.7]",
"[1625446800000, 133.7, 133.95, 133.67, 133.76]",
"[1625450400000, 133.76, 135.57, 132.93, 135.44]",
"[1625454000000, 135.44, 135.81, 135.37, 135.6]",
"[1625457600000, 135.6, 136.04, 134.64, 134.64]",
"[1625461200000, 134.64, 134.84, 134.43, 134.75]",
"[1625464800000, 134.75, 134.83, 134.7, 134.79]",
"[1625468400000, 134.79, 135.07, 134.72, 135.05]",
"[1625472000000, 135.05, 135.31, 135.02, 135.15]",
"[1625475600000, 135.15, 135.52, 135.13, 135.18]",
"[1625479200000, 135.18, 137.08, 131.32, 133.88]",
"[1625482800000, 133.83, 133.83, 130.79, 130.79]",
"[1625486400000, 130.79, 132.57, 112.71, 132.0]",
"[1625490000000, 132.03, 135.15, 129.05, 131.78]",
"[1625493600000, 131.78, 132.09, 113.23, 132.09]",
"[1625497200000, 132.09, 132.29, 113.83, 114.02]",
"[1625500800000, 114.02, 132.19, 107.14, 113.85]",
"[1625504400000, 113.85, 115.24, 113.63, 115.24]",
"[1625508000000, 115.24, 115.85, 115.07, 115.43]",
"[1625511600000, 115.43, 115.58, 114.39, 114.4]",
"[1625515200000, 114.4, 115.15, 113.89, 113.98]",
"[1625518800000, 113.98, 115.2, 113.97, 115.14]",
"[1625522400000, 115.14, 115.19, 114.39, 114.47]",
"[1625526000000, 114.47, 115.17, 111.68, 111.79]",
"[1625529600000, 111.79, 134.51, 111.53, 134.47]",
"[1625533200000, 134.47, 134.59, 134.26, 134.5]",
"[1625536800000, 134.5, 135.28, 134.49, 135.28]",
"[1625540400000, 135.28, 135.46, 135.18, 135.27]",
"[1625544000000, 135.27, 135.59, 132.38, 133.55]",
"[1625547600000, 133.56, 133.85, 133.43, 133.54]",
"[1625551200000, 133.54, 133.74, 133.54, 133.67]",
"[1625554800000, 133.67, 137.73, 114.95, 119.9]",
"[1625558400000, 119.9, 139.07, 119.22, 130.11]",
"[1625562000000, 130.1, 142.23, 129.9, 130.78]",
"[1625565600000, 130.79, 145.66, 128.12, 141.28]",
"[1625569200000, 141.28, 145.97, 136.84, 143.84]",
"[1625572800000, 143.85, 153.08, 134.04, 152.97]",
"[1625576400000, 152.97, 156.74, 144.4, 147.47]",
"[1625580000000, 147.47, 150.98, 135.93, 145.47]",
"[1625583600000, 145.47, 179.17, 145.47, 147.29]",
"[1625587200000, 147.29, 147.32, 133.55, 143.62]",
"[1625590800000, 143.62, 145.54, 143.6, 145.53]",
"[1625594400000, 145.53, 145.63, 144.99, 145.0]",
"[1625598000000, 145.0, 145.07, 131.48, 131.86]",
"[1625601600000, 131.85, 144.18, 128.68, 128.72]",
"[1625605200000, 128.72, 145.47, 128.71, 145.45]",
"[1625608800000, 145.45, 145.54, 145.4, 145.46]",
"[1625612400000, 145.46, 145.51, 144.23, 144.31]",
"[1625616000000, 144.31, 144.39, 143.91, 143.98]",
"[1625619600000, 143.98, 144.32, 143.96, 144.32]",
"[1625623200000, 144.32, 144.57, 144.31, 144.57]",
"[1625626800000, 144.57, 144.65, 144.3, 144.35]",
"[1625630400000, 144.35, 144.44, 144.1, 144.12]",
"[1625634000000, 144.12, 144.18, 142.23, 142.28]",
"[1625637600000, 142.28, 142.3, 140.35, 140.41]",
"[1625641200000, 140.41, 140.49, 138.67, 140.49]",
"[1625644800000, 140.49, 142.72, 139.06, 139.15]",
"[1625648400000, 139.15, 145.89, 138.65, 141.89]",
"[1625652000000, 141.89, 146.26, 141.88, 146.26]",
"[1625655600000, 146.26, 146.34, 143.05, 146.31]",
"[1625659200000, 146.31, 146.32, 143.23, 143.36]",
"[1625662800000, 143.36, 143.36, 131.84, 136.25]",
"[1625666400000, 136.17, 137.19, 131.85, 133.71]",
"[1625670000000, 133.71, 134.68, 132.19, 134.68]",
"[1625673600000, 134.68, 134.69, 132.4, 133.1]",
"[1625677200000, 133.09, 145.58, 132.51, 133.8]",
"[1625680800000, 133.8, 145.38, 133.56, 133.92]",
"[1625684400000, 133.92, 134.81, 133.85, 134.15]",
"[1625688000000, 134.15, 134.15, 132.88, 132.91]",
"[1625691600000, 132.91, 144.72, 132.91, 144.72]",
"[1625695200000, 144.72, 145.05, 144.68, 145.05]",
"[1625698800000, 145.05, 146.41, 145.05, 146.41]",
"[1625702400000, 146.41, 146.66, 146.38, 146.65]",
"[1625706000000, 146.65, 146.77, 146.6, 146.76]",
"[1625709600000, 146.76, 146.82, 146.75, 146.79]",
"[1625713200000, 146.79, 146.86, 146.7, 146.76]",
"[1625716800000, 146.76, 146.86, 146.76, 146.84]",
"[1625720400000, 146.84, 147.12, 146.84, 147.12]",
"[1625724000000, 147.12, 147.15, 147.02, 147.1]",
"[1625727600000, 147.1, 147.94, 146.37, 146.37]",
"[1625731200000, 146.37, 146.49, 142.58, 142.66]",
"[1625734800000, 142.66, 142.66, 112.48, 112.55]",
"[1625738400000, 112.55, 115.69, 112.46, 112.51]",
"[1625742000000, 112.51, 112.51, 110.74, 110.74]",
"[1625745600000, 110.74, 132.26, 110.74, 118.11]",
"[1625749200000, 113.07, 117.55, 111.76, 116.56]",
"[1625752800000, 116.56, 116.7, 111.79, 114.68]",
"[1625756400000, 114.7, 115.43, 110.23, 110.27]",
"[1625760000000, 110.27, 110.81, 110.2, 110.42]",
"[1625763600000, 110.41, 110.96, 110.38, 110.8]",
"[1625767200000, 110.8, 111.34, 110.34, 110.84]",
"[1625770800000, 110.84, 111.25, 110.77, 110.96]",
"[1625774400000, 110.96, 114.59, 110.82, 114.59]",
"[1625778000000, 114.6, 114.83, 113.27, 113.47]",
"[1625781600000, 113.48, 113.5, 113.27, 113.49]",
"[1625785200000, 113.49, 113.59, 113.31, 113.36]",
"[1625788800000, 113.36, 113.87, 113.36, 113.87]",
"[1625792400000, 113.87, 113.93, 113.47, 113.59]",
"[1625796000000, 113.59, 114.26, 113.59, 113.87]",
"[1625799600000, 113.87, 114.46, 113.82, 114.43]",
"[1625803200000, 114.43, 114.49, 114.35, 114.45]",
"[1625806800000, 114.45, 114.8, 114.42, 114.78]",
"[1625810400000, 114.78, 117.82, 114.59, 115.13]",
"[1625814000000, 115.13, 116.8, 111.47, 113.38]",
"[1625817600000, 113.38, 113.77, 112.36, 112.38]",
"[1625821200000, 112.38, 126.14, 112.38, 126.14]",
"[1625824800000, 126.18, 128.9, 115.0, 115.17]",
"[1625828400000, 115.17, 115.23, 115.02, 115.14]",
"[1625832000000, 115.14, 115.21, 115.03, 115.05]",
"[1625835600000, 115.05, 115.81, 115.05, 115.64]",
"[1625839200000, 115.64, 117.63, 115.36, 115.38]",
"[1625842800000, 115.38, 121.55, 111.71, 111.71]",
"[1625846400000, 111.71, 111.71, 111.66, 111.66]",
"[1625850000000, 111.66, 111.66, 111.66, 111.66]",
"[1625853600000, 111.66, 111.66, 111.66, 111.66]",
"[1625857200000, 111.66, 111.66, 111.66, 111.66]",
"[1625860800000, 111.66, 111.66, 111.66, 111.66]",
"[1625864400000, 111.66, 111.66, 111.66, 111.66]",
"[1625868000000, 111.66, 111.66, 111.66, 111.66]",
"[1625871600000, 111.66, 111.66, 111.66, 111.66]",
"[1625875200000, 111.66, 111.66, 111.66, 111.66]",
"[1625878800000, 111.66, 111.66, 111.66, 111.66]",
"[1625882400000, 111.66, 111.66, 111.66, 111.66]",
"[1625886000000, 111.66, 111.94, 111.44, 111.94]",
"[1625889600000, 111.96, 118.54, 111.96, 118.5]",
"[1625893200000, 118.5, 123.98, 117.52, 122.16]",
"[1625896800000, 122.16, 124.42, 122.16, 124.39]",
"[1625900400000, 124.39, 124.59, 124.37, 124.54]",
"[1625904000000, 124.54, 124.81, 124.54, 124.71]",
"[1625907600000, 124.71, 124.91, 124.71, 124.89]",
"[1625911200000, 124.89, 125.68, 124.86, 125.68]",
"[1625914800000, 125.68, 126.37, 125.68, 126.17]",
"[1625918400000, 126.17, 126.39, 126.07, 126.14]",
"[1625922000000, 126.14, 126.47, 125.48, 125.84]",
"[1625925600000, 125.85, 126.15, 125.49, 125.58]",
"[1625929200000, 125.58, 126.15, 125.58, 126.15]",
"[1625932800000, 126.15, 126.53, 125.94, 126.18]",
"[1625936400000, 126.18, 128.55, 125.5, 126.27]",
"[1625940000000, 126.27, 129.05, 125.85, 125.92]",
"[1625943600000, 125.92, 126.12, 125.75, 126.12]",
"[1625947200000, 126.12, 136.45, 126.08, 136.28]",
"[1625950800000, 136.28, 136.79, 136.08, 136.79]",
"[1625954400000, 136.79, 137.17, 134.63, 137.17]",
"[1625958000000, 137.17, 137.44, 137.1, 137.44]",
"[1625961600000, 137.44, 137.6, 137.37, 137.53]",
"[1625965200000, 137.54, 137.75, 137.54, 137.74]",
"[1625968800000, 137.74, 137.91, 137.72, 137.89]",
"[1625972400000, 137.89, 138.09, 137.85, 138.03]",
"[1625976000000, 138.03, 138.2, 137.53, 138.16]",
"[1625979600000, 138.15, 138.51, 138.14, 138.35]",
"[1625983200000, 138.35, 138.67, 138.3, 138.3]",
"[1625986800000, 138.3, 138.5, 138.23, 138.39]",
"[1625990400000, 138.39, 138.62, 137.28, 137.42]",
"[1625994000000, 137.42, 137.8, 137.42, 137.74]",
"[1625997600000, 137.74, 137.85, 137.67, 137.79]",
"[1626001200000, 137.79, 138.65, 137.79, 138.08]",
"[1626004800000, 138.09, 171.37, 138.09, 165.0]",
"[1626008400000, 165.0, 165.99, 165.0, 165.86]",
"[1626012000000, 165.86, 165.87, 148.66, 164.42]",
"[1626015600000, 164.42, 165.39, 164.42, 164.53]",
"[1626019200000, 164.53, 165.52, 148.87, 148.98]",
"[1626022800000, 148.98, 169.77, 139.83, 139.83]",
"[1626026400000, 139.83, 140.55, 139.68, 139.98]",
"[1626030000000, 139.98, 141.14, 139.86, 141.13]",
"[1626033600000, 141.13, 141.9, 141.13, 141.25]",
"[1626037200000, 141.25, 141.9, 136.96, 137.01]",
"[1626040800000, 137.01, 137.07, 135.67, 135.73]",
"[1626044400000, 135.73, 136.53, 135.57, 136.53]",
"[1626048000000, 136.53, 137.27, 136.39, 136.51]",
"[1626051600000, 136.51, 137.25, 136.33, 136.34]",
"[1626055200000, 136.34, 137.16, 133.92, 133.96]",
"[1626058800000, 133.96, 135.02, 133.46, 133.51]",
"[1626062400000, 133.51, 134.76, 132.21, 132.23]",
"[1626066000000, 132.23, 134.2, 132.23, 133.32]",
"[1626069600000, 133.32, 135.73, 133.29, 134.92]",
"[1626073200000, 134.92, 142.52, 134.04, 142.43]",
"[1626076800000, 142.44, 151.67, 142.44, 149.93]",
"[1626080400000, 149.93, 157.36, 139.82, 149.75]",
"[1626084000000, 149.75, 150.51, 133.06, 133.32]",
"[1626087600000, 133.32, 139.37, 130.99, 139.04]",
"[1626091200000, 139.04, 139.07, 137.62, 137.77]",
"[1626094800000, 137.77, 140.73, 136.02, 137.05]",
"[1626098400000, 137.05, 137.82, 136.07, 136.61]",
"[1626102000000, 136.61, 153.18, 136.61, 151.77]",
"[1626105600000, 151.77, 157.02, 139.21, 140.59]",
"[1626109200000, 140.58, 149.4, 129.74, 129.97]",
"[1626112800000, 129.97, 133.6, 129.02, 129.02]",
"[1626116400000, 129.02, 151.93, 128.8, 151.93]",
"[1626120000000, 151.93, 152.68, 147.84, 151.04]",
"[1626123600000, 151.04, 158.49, 150.42, 155.98]",
"[1626127200000, 155.98, 156.52, 150.85, 150.93]",
"[1626130800000, 150.93, 151.21, 150.53, 150.75]",
"[1626134400000, 150.75, 153.7, 150.62, 151.2]",
"[1626138000000, 151.2, 152.1, 150.84, 151.11]",
"[1626141600000, 151.11, 151.46, 151.05, 151.46]",
"[1626145200000, 151.46, 151.75, 144.92, 144.92]",
"[1626148800000, 144.9, 144.9, 132.65, 132.68]",
"[1626152400000, 132.68, 145.48, 132.65, 142.45]",
"[1626156000000, 142.45, 143.04, 134.45, 137.1]",
"[1626159600000, 137.1, 146.25, 135.82, 142.01]",
"[1626163200000, 142.01, 156.12, 140.51, 156.12]",
"[1626166800000, 156.12, 162.02, 145.74, 145.88]",
"[1626170400000, 145.88, 146.33, 141.39, 142.23]",
"[1626174000000, 142.23, 144.02, 135.86, 140.56]",
"[1626177600000, 140.55, 142.61, 134.91, 141.71]",
"[1626181200000, 141.71, 148.82, 134.11, 134.5]",
"[1626184800000, 134.5, 137.07, 123.65, 125.62]",
"[1626188400000, 125.61, 148.66, 123.23, 148.38]",
"[1626192000000, 148.39, 148.47, 116.38, 121.77]",
"[1626195600000, 121.77, 140.35, 121.43, 140.35]",
"[1626199200000, 140.34, 140.81, 138.34, 140.8]",
"[1626202800000, 140.8, 142.2, 139.1, 139.38]",
"[1626206400000, 139.38, 139.56, 139.0, 139.29]",
"[1626210000000, 139.29, 139.43, 138.48, 138.63]",
"[1626213600000, 138.63, 139.48, 138.63, 138.73]",
"[1626217200000, 138.73, 138.82, 138.71, 138.82]",
"[1626220800000, 138.82, 139.78, 138.8, 139.08]",
"[1626224400000, 139.08, 139.74, 139.07, 139.19]",
"[1626228000000, 139.19, 140.1, 136.88, 136.9]",
"[1626231600000, 136.9, 137.95, 128.25, 134.83]",
